"activities-heart__value__restingHeartRate","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__heartRateZones__min","activities-heart__dateTime","activities-heart-intraday__datasetType","activities-heart-intraday__datasetInterval","activities-heart-intraday__dataset__value","activities-heart-intraday__dataset__time"
"","","","","","","","","","95","14:22:55"
"","","","","","","","","","96","14:23:00"
"","","","","","","","","","96","14:23:05"
"","","","","","","","","","95","14:23:15"
"","","","","","","","","","96","14:23:20"
"","","","","","","","","","97","14:23:25"
"","","","","","","","","","98","14:23:30"
"","","","","","","","","","98","14:23:35"
"","","","","","","","","","96","14:23:40"
"","","","","","","","","","95","14:23:45"
"","","","","","","","","","95","14:23:50"
"","","","","","","","","","94","14:23:55"
"","","","","","","","","","93","14:24:00"
"","","","","","","","","","89","14:24:15"
"","","","","","","","","","88","14:24:20"
"","","","","","","","","","89","14:24:30"
"","","","","","","","","","86","14:24:35"
"","","","","","","","","","86","14:24:50"
"","","","","","","","","","85","14:24:55"
"","","","","","","","","","84","14:25:00"
"","","","","","","","","","84","14:25:15"
"","","","","","","","","","82","14:25:20"
"","","","","","","","","","81","14:25:25"
"","","","","","","","","","80","14:25:40"
"","","","","","","","","","87","14:25:50"
"","","","","","","","","","83","14:25:55"
"","","","","","","","","","83","14:26:10"
"","","","","","","","","","82","14:26:15"
"","","","","","","","","","83","14:26:20"
"","","","","","","","","","81","14:26:30"
"","","","","","","","","","82","14:26:45"
"","","","","","","","","","83","14:26:55"
"","","","","","","","","","84","14:27:05"
"","","","","","","","","","87","14:27:20"
"","","","","","","","","","88","14:27:25"
"","","","","","","","","","87","14:27:35"
"","","","","","","","","","85","14:27:40"
"","","","","","","","","","84","14:27:45"
"","","","","","","","","","84","14:27:50"
"","","","","","","","","","85","14:28:00"
"","","","","","","","","","86","14:28:05"
"","","","","","","","","","87","14:28:10"
"","","","","","","","","","86","14:28:15"
"","","","","","","","","","85","14:28:20"
"","","","","","","","","","83","14:28:30"
"","","","","","","","","","86","14:28:35"
"","","","","","","","","","87","14:28:40"
"","","","","","","","","","88","14:28:45"
"","","","","","","","","","87","14:28:50"
"","","","","","","","","","88","14:28:55"
"","","","","","","","","","88","14:29:10"
"","","","","","","","","","88","14:29:25"
"","","","","","","","","","89","14:29:40"
"","","","","","","","","","91","14:29:45"
"","","","","","","","","","91","14:29:50"
"","","","","","","","","","90","14:29:55"
"","","","","","","","","","93","14:30:10"
"","","","","","","","","","94","14:30:15"
"","","","","","","","","","93","14:30:20"
"","","","","","","","","","92","14:30:25"
"","","","","","","","","","92","14:30:35"
"","","","","","","","","","92","14:30:40"
"","","","","","","","","","91","14:30:45"
"","","","","","","","","","91","14:31:00"
"","","","","","","","","","91","14:31:10"
"","","","","","","","","","91","14:31:15"
"","","","","","","","","","96","14:31:20"
"","","","","","","","","","96","14:31:35"
"","","","","","","","","","98","14:31:40"
"","","","","","","","","","97","14:31:50"
"","","","","","","","","","97","14:32:05"
"","","","","","","","","","96","14:32:20"
"","","","","","","","","","96","14:32:30"
"","","","","","","","","","96","14:32:35"
"","","","","","","","","","96","14:32:50"
"","","","","","","","","","94","14:32:55"
"","","","","","","","","","93","14:33:00"
"","","","","","","","","","95","14:33:10"
"","","","","","","","","","94","14:33:15"
"","","","","","","","","","94","14:33:30"
"","","","","","","","","","91","14:33:40"
"","","","","","","","","","89","14:33:45"
"","","","","","","","","","86","14:33:50"
"","","","","","","","","","88","14:33:55"
"","","","","","","","","","89","14:34:05"
"","","","","","","","","","88","14:34:20"
"","","","","","","","","","89","14:34:30"
"","","","","","","","","","89","14:34:45"
"","","","","","","","","","89","14:34:50"
"","","","","","","","","","90","14:35:00"
"","","","","","","","","","89","14:35:10"
"","","","","","","","","","89","14:35:15"
"","","","","","","","","","88","14:35:25"
"","","","","","","","","","87","14:35:30"
"","","","","","","","","","88","14:35:35"
"","","","","","","","","","87","14:35:40"
"","","","","","","","","","86","14:35:45"
"","","","","","","","","","86","14:35:50"
"","","","","","","","","","88","14:36:05"
"","","","","","","","","","89","14:36:10"
"","","","","","","","","","89","14:36:25"
"","","","","","","","","","90","14:36:35"
"","","","","","","","","","92","14:36:40"
"","","","","","","","","","92","14:36:45"
"","","","","","","","","","93","14:36:50"
"","","","","","","","","","95","14:36:55"
"","","","","","","","","","96","14:37:00"
"","","","","","","","","","97","14:37:05"
"","","","","","","","","","101","14:37:10"
"","","","","","","","","","103","14:37:15"
"","","","","","","","","","102","14:37:30"
"","","","","","","","","","101","14:37:35"
"","","","","","","","","","100","14:37:50"
"","","","","","","","","","96","14:37:55"
"","","","","","","","","","96","14:38:10"
"","","","","","","","","","97","14:38:15"
"","","","","","","","","","101","14:38:20"
"","","","","","","","","","104","14:38:25"
"","","","","","","","","","107","14:38:30"
"","","","","","","","","","109","14:38:35"
"","","","","","","","","","110","14:38:40"
"","","","","","","","","","113","14:38:45"
"","","","","","","","","","111","14:38:50"
"","","","","","","","","","115","14:38:55"
"","","","","","","","","","118","14:39:00"
"","","","","","","","","","117","14:39:15"
"","","","","","","","","","115","14:39:30"
"","","","","","","","","","114","14:39:35"
"","","","","","","","","","113","14:39:40"
"","","","","","","","","","111","14:39:45"
"","","","","","","","","","107","14:39:50"
"","","","","","","","","","102","14:39:55"
"","","","","","","","","","99","14:40:00"
"","","","","","","","","","98","14:40:05"
"","","","","","","","","","97","14:40:15"
"","","","","","","","","","97","14:40:30"
"","","","","","","","","","95","14:40:45"
"","","","","","","","","","95","14:41:00"
"","","","","","","","","","96","14:41:10"
"","","","","","","","","","95","14:41:15"
"","","","","","","","","","94","14:41:20"
"","","","","","","","","","92","14:41:25"
"","","","","","","","","","90","14:41:30"
"","","","","","","","","","88","14:41:35"
"","","","","","","","","","90","14:41:40"
"","","","","","","","","","89","14:41:45"
"","","","","","","","","","90","14:41:50"
"","","","","","","","","","93","14:41:55"
"","","","","","","","","","94","14:42:10"
"","","","","","","","","","97","14:42:15"
"","","","","","","","","","96","14:42:25"
"","","","","","","","","","97","14:42:35"
"","","","","","","","","","98","14:42:40"
"","","","","","","","","","99","14:42:45"
"","","","","","","","","","100","14:42:50"
"","","","","","","","","","100","14:42:55"
"","","","","","","","","","101","14:43:10"
"","","","","","","","","","99","14:43:25"
"","","","","","","","","","101","14:43:30"
"","","","","","","","","","103","14:43:35"
"","","","","","","","","","104","14:43:40"
"","","","","","","","","","98","14:43:45"
"","","","","","","","","","97","14:43:50"
"","","","","","","","","","100","14:43:55"
"","","","","","","","","","99","14:44:10"
"","","","","","","","","","98","14:44:15"
"","","","","","","","","","93","14:44:20"
"","","","","","","","","","96","14:44:25"
"","","","","","","","","","99","14:44:30"
"","","","","","","","","","103","14:44:35"
"","","","","","","","","","102","14:44:40"
"","","","","","","","","","100","14:44:45"
"","","","","","","","","","100","14:44:55"
"","","","","","","","","","98","14:45:00"
"","","","","","","","","","97","14:45:05"
"","","","","","","","","","100","14:45:15"
"","","","","","","","","","101","14:45:20"
"","","","","","","","","","102","14:45:25"
"","","","","","","","","","103","14:45:30"
"","","","","","","","","","101","14:45:40"
"","","","","","","","","","98","14:45:50"
"","","","","","","","","","100","14:46:00"
"","","","","","","","","","101","14:46:05"
"","","","","","","","","","102","14:46:10"
"","","","","","","","","","102","14:46:15"
"","","","","","","","","","101","14:46:25"
"","","","","","","","","","101","14:46:40"
"","","","","","","","","","101","14:46:55"
"","","","","","","","","","101","14:47:10"
"","","","","","","","","","101","14:47:20"
"","","","","","","","","","101","14:47:25"
"","","","","","","","","","101","14:47:30"
"","","","","","","","","","101","14:47:35"
"","","","","","","","","","100","14:47:40"
"","","","","","","","","","96","14:47:45"
"","","","","","","","","","99","14:47:50"
"","","","","","","","","","98","14:47:55"
"","","","","","","","","","98","14:48:10"
"","","","","","","","","","95","14:48:15"
"","","","","","","","","","90","14:48:20"
"","","","","","","","","","93","14:48:25"
"","","","","","","","","","96","14:48:30"
"","","","","","","","","","95","14:48:40"
"","","","","","","","","","96","14:48:45"
"","","","","","","","","","101","14:48:55"
"","","","","","","","","","105","14:49:00"
"","","","","","","","","","103","14:49:05"
"","","","","","","","","","105","14:49:10"
"","","","","","","","","","110","14:49:15"
"","","","","","","","","","115","14:49:20"
"","","","","","","","","","119","14:49:25"
"","","","","","","","","","123","14:49:30"
"","","","","","","","","","128","14:49:35"
"","","","","","","","","","131","14:49:40"
"","","","","","","","","","126","14:49:45"
"","","","","","","","","","127","14:49:55"
"","","","","","","","","","128","14:50:00"
"","","","","","","","","","127","14:50:10"
"","","","","","","","","","126","14:50:20"
"","","","","","","","","","124","14:50:25"
"","","","","","","","","","118","14:50:30"
"","","","","","","","","","112","14:50:35"
"","","","","","","","","","108","14:50:40"
"","","","","","","","","","104","14:50:45"
"","","","","","","","","","104","14:51:00"
"","","","","","","","","","104","14:51:15"
"","","","","","","","","","103","14:51:20"
"","","","","","","","","","104","14:51:25"
"","","","","","","","","","102","14:51:30"
"","","","","","","","","","101","14:51:35"
"","","","","","","","","","96","14:51:45"
"","","","","","","","","","95","14:51:50"
"","","","","","","","","","90","14:51:55"
"","","","","","","","","","88","14:52:00"
"","","","","","","","","","87","14:52:10"
"","","","","","","","","","88","14:52:20"
"","","","","","","","","","90","14:52:25"
"","","","","","","","","","95","14:52:30"
"","","","","","","","","","99","14:52:35"
"","","","","","","","","","101","14:52:40"
"","","","","","","","","","104","14:52:45"
"","","","","","","","","","107","14:52:50"
"","","","","","","","","","110","14:52:55"
"","","","","","","","","","111","14:53:00"
"","","","","","","","","","114","14:53:05"
"","","","","","","","","","111","14:53:10"
"","","","","","","","","","104","14:53:15"
"","","","","","","","","","99","14:53:20"
"","","","","","","","","","101","14:53:25"
"","","","","","","","","","96","14:53:35"
"","","","","","","","","","94","14:53:40"
"","","","","","","","","","92","14:53:45"
"","","","","","","","","","93","14:53:55"
"","","","","","","","","","96","14:54:00"
"","","","","","","","","","95","14:54:05"
"","","","","","","","","","95","14:54:20"
"","","","","","","","","","94","14:54:25"
"","","","","","","","","","91","14:54:30"
"","","","","","","","","","89","14:54:35"
"","","","","","","","","","88","14:54:40"
"","","","","","","","","","79","14:54:55"
"","","","","","","","","","79","14:55:00"
"","","","","","","","","","78","14:55:10"
"","","","","","","","","","78","14:55:25"
"","","","","","","","","","78","14:55:40"
"","","","","","","","","","78","14:55:45"
"","","","","","","","","","78","14:56:00"
"","","","","","","","","","79","14:56:10"
"","","","","","","","","","80","14:56:15"
"","","","","","","","","","80","14:56:30"
"","","","","","","","","","80","14:56:45"
"","","","","","","","","","80","14:57:00"
"","","","","","","","","","80","14:57:15"
"","","","","","","","","","80","14:57:30"
"","","","","","","","","","82","14:57:35"
"","","","","","","","","","83","14:57:40"
"","","","","","","","","","83","14:57:45"
"","","","","","","","","","84","14:57:55"
"","","","","","","","","","87","14:58:00"
"","","","","","","","","","90","14:58:10"
"","","","","","","","","","91","14:58:15"
"","","","","","","","","","94","14:58:25"
"","","","","","","","","","97","14:58:30"
"","","","","","","","","","97","14:58:35"
"","","","","","","","","","96","14:58:40"
"","","","","","","","","","97","14:58:45"
"","","","","","","","","","98","14:58:50"
"","","","","","","","","","99","14:58:55"
"","","","","","","","","","99","14:59:10"
"","","","","","","","","","100","14:59:20"
"","","","","","","","","","102","14:59:25"
"","","","","","","","","","103","14:59:30"
"","","","","","","","","","102","14:59:35"
"","","","","","","","","","99","14:59:40"
"","","","","","","","","","99","14:59:55"
"","","","","","","","","","99","15:00:10"
"","","","","","","","","","96","15:00:15"
"","","","","","","","","","93","15:00:20"
"","","","","","","","","","92","15:00:25"
"","","","","","","","","","94","15:00:40"
"","","","","","","","","","93","15:00:55"
"","","","","","","","","","94","15:01:00"
"","","","","","","","","","96","15:01:05"
"","","","","","","","","","96","15:01:10"
"","","","","","","","","","99","15:01:20"
"","","","","","","","","","100","15:01:25"
"","","","","","","","","","101","15:01:30"
"","","","","","","","","","98","15:01:35"
"","","","","","","","","","99","15:01:40"
"","","","","","","","","","105","15:01:45"
"","","","","","","","","","107","15:01:55"
"","","","","","","","","","107","15:02:10"
"","","","","","","","","","107","15:02:25"
